Rosie_ID,US_ID,Biologging ID,Turtle_ID,Sex,Life_stage,Status,Observation_ID,Observation_status,Latitude,Longitude,Flipper_tag_L,Flipper_tag_R,PIT_tag_L,PIT_tag_R,Location_code,Date,Time,CCL,SCL,Mass,CCW,BCI,CT,PT,VT,BCS,Plastron,Reproductive_status,L-M 1,L-M 2,L-M 3,L-S 1,L-S 2,L-S 3,R-M 1,R-M 2,R-M 3,R-S 1,R-S 2,R-S 3,Adipose_mass,Adipose_perc,Biopsy_no,Genetics_no,Blood_ID,Blood_RB,Cloaca_no,Mouth_no,Control_no,Internal temp,Tracker_type,PTT,Deployment_ID,CATS_ID,ARGOS _ID,VHF_Ch/Fr,GTR_tag,GTR_harness,Release_due,Time_tag_on,Turtle_release_time,Retrieval_date,Depth,SST,Comments
33,NA,NA,71355,F,Adult,T,297404,Initial Sighting,-18.02972,122.2707,WB20237,NA,9.00119E+14,NA,WK,27/06/2019,14:35,906,NA,95,780,1.277435592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0430,F9525,242,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,NA,NA,71356,M,Adult,T,297405,Initial Sighting,-18.02494,122.27663,WB20250,NA,9.00119E+14,NA,NA,27/06/2019,15:21,817,NA,65,661,1.182751602,20,35,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0475,F9612,243,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,71357,F,Adult,T,297406,Initial Sighting,-18.01491,122.2684,WB21609,WB21608,9.00119E+14,NA,WK,28/06/2019,13:30,899,NA,91,748,1.252455537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9154missing,NA,244,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,57664,F,Adult,NA,297514,Resighting,-18.02661,122.24369,WB14887,WB14888,9.00006E+14,NA,MN,21/08/2019,15:32,891,NA,77,737,1.088573137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8872,F9201,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,68101,F,Adult,T,297515,Resighting,-18.03132,122.2484,WB14889,WB16211,9.00119E+14,NA,DA,21/08/2019,16:55,862,NA,81,745,1.256822893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9232,F9674,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,39469,F,Adult,R,297516,Resighting,-18.06181,122.21667,WB14891,WB14892,9.00006E+14,NA,MN,22/08/2019,13:10,905,NA,71,700,0.951137664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0525,F9652,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,71386,F,Adult,T,297510,Initial Sighting,-18.06251,122.22085,WB14893,WB14894,9.00119E+14,NA,WK,22/08/2019,14:44,840,NA,73,680,1.223207537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0538,F8877,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,57453,F,Adult,NA,297517,Resighting,-18.04745,122.1926,WB14895,WB14896,9.00006E+14,NA,BW,22/08/2019,15:50,892,NA,80,750,1.127185579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0543,G0498,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,71387,F,Adult,T,297511,Initial Sighting,-18.0366,122.2636,WB14897,WB14898,9.00119E+14,NA,WK,23/08/2019,11:15,893,NA,83,730,1.165530696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9727,F9639,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,71388,F,Adult,T,297512,Initial Sighting,-18.03455,122.26459,WB14899,WB14900,9.00119E+14,NA,WK,23/08/2019,15:15,863,NA,68,692,1.057977729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0517,F9098,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,NA,NA,71389,M,Adult,T,297513,Initial Sighting,-18.03336,122.25889,WB21610,WB21611,9.00119E+14,NA,NA,23/08/2019,16:18,823,NA,60,650,1.076345612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0489,F8991,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,72200,I,Subadult,T,300775,Initial Sighting,-18.07202,122.23,WB20001,NA,9.00119E+14,9.00119E+14,NA,17/02/2020,12:24,719,NA,NA,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9655,F6600,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,72201,F,Adult,T,300776,Initial Sighting,-18.08685,122.25106,WB20002,NA,9.00119E+14,9.00119E+14,WK,17/02/2020,13:23,NA,NA,NA,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9267,F8723,246,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,72202,I,Subadult,T,300777,Initial Sighting,-18.06707,122.2031,WB20003,NA,9.00119E+14,9.00119E+14,NA,18/02/2020,09:03,725,NA,NA,660,NA,0,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,72203,I,Post-hatchling,T,300778,Initial Sighting,-18.03202,122.3354,NA,NA,NA,NA,NA,18/02/2020,12:15,97,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,72145,F,Adult,T,300790,Resighting,-18.05295,122.19972,WB20021,NA,9.00119E+14,9.00006E+14,EM,19/02/2020,10:22,860,NA,68,720,1.065943879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9281,F8637,248,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,72215,F,Adult,T,300793,Initial Sighting,-18.05269,122.18907,WB20004,NA,9.00119E+14,9.00119E+14,WK,19/02/2020,11:12,858,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0567,G3562,249,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,72204,M,Adult,T,300779,Initial Sighting,-18.05111,122.18913,WB20005,NA,9.00119E+14,9.00119E+14,WK,19/02/2020,12:04,849,NA,NA,692,NA,24,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9089,F8598,250,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,57436,F,Adult,NA,300791,Resighting,-18.05165,122.18986,NA,NA,9.00119E+14,9.00006E+14,BW,20/02/2020,08:56,903,NA,78,730,1.052539617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9110,F8537,251,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,72205,F,Adult,T,300780,Initial Sighting,-18.05938,122.18623,WB20006,NA,9.00119E+14,9.00119E+14,WK,20/02/2020,09:54,840,NA,75,707,1.265387107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9410,F8505,252,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,72206,M,Adult,T,300781,Initial Sighting,-18.08367,122.17414,WB20007,NA,9.00119E+14,9.00119E+14,NA,20/02/2020,10:57,866,NA,77,707,1.185596884,25,38,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9695,F8541,253,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,NA,72207,I,Juvenile,T,300782,Initial Sighting,-18.11797,122.15987,NA,NA,NA,NA,NA,20/02/2020,12:47,203,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,68013,F,Adult,T,300792,Resighting,-18.06444,122.18332,NA,NA,9.00119E+14,9.00119E+14,DA,20/02/2020,15:45,912,NA,81,745,1.065848576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8938,F8230,254,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,NA,NA,72208,M,Adult,T,300783,Initial Sighting,-18.05145,122.18835,WB20008,NA,9.00119E+14,9.00119E+14,NA,21/02/2020,10:59,844,NA,66,692,1.097783239,25.5,40.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9227,F8720,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,72209,F,Adult,T,300784,Initial Sighting,-18.05357,122.1888,WB20009,NA,9.00119E+14,9.00119E+14,WK,21/02/2020,11:35,989,NA,97,772,1.002727347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8958,F8813,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,72210,F,Adult,T,300785,Initial Sighting,-18.05239,122.18938,WB20010,NA,9.00119E+14,9.00119E+14,WK,21/02/2020,12:06,871,NA,75,710,1.135028583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9287,F8619,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,NA,NA,72211,M,Adult,T,300786,Initial Sighting,-18.05211,122.18966,WB20012,NA,9.00119E+14,9.00119E+14,NA,21/02/2020,12:50,888,NA,82,737,1.171048697,21,39,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0519,F8395,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,NA,NA,72212,M,Adult,T,300787,Initial Sighting,-18.05119,122.18971,WB20013,NA,9.00119E+14,9.00119E+14,NA,21/02/2020,13:20,877,NA,65,684,0.963639462,16.5,34,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8918,F8357,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,NA,NA,72213,M,Adult,T,300788,Initial Sighting,-18.05197,122.19107,WB20014,NA,9.00119E+14,9.00119E+14,NA,21/02/2020,13:48,882,NA,74,699,1.07851444,22,39.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8849,F6573,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,72214,F,Adult,T,300789,Initial Sighting,-18.05176,122.18937,WB20015,NA,9.00119E+14,9.00119E+14,WK,21/02/2020,14:10,919,NA,93,765,1.198219586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9244,F8386,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,NA,NA,69599,M,Adult,T,307434,Resighting,-18.02746,122.3122,WB15054,WB14822,NA,NA,NA,18/04/2020,13:30,920,NA,95,725,1.213579765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8555,F7836,191,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,72733,F,Adult,T,307567,Initial Sighting,-18.05519,122.19179,WB20048,NA,9.00119E+14,9.00119E+14,WK,11/08/2020,11:23,943,NA,90,782,1.073266147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9335,NA,255,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,72734,F,Adult,T,307568,Initial Sighting,-18.00519,122.19179,WB20049,NA,9.00119E+14,9.00119E+14,NA,11/08/2020,11:47,973,NA,74,670,0.803328544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9316,NA,256,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,39697,F,Adult,R,307587,Resighting,-18.05519,122.19179,WB18054,NA,9.00119E+14,9.00006E+14,MN,11/08/2020,12:47,898,NA,85,744,1.173788677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8770,NA,257,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,35242,F,Adult,T,307588,Resighting,-18.05519,122.19179,WB19162,NA,9.00119E+14,9.00006E+14,BW,11/08/2020,13:37,926,NA,85,773,1.07049826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8834,NA,258,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,72735,F,Adult,T,307569,Initial Sighting,-18.05519,122.19179,WB20050,NA,9.00119E+14,9.00119E+14,WK,11/08/2020,13:58,938,NA,75,751,0.908767419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9170,NA,259,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,69575,F,Adult,T,307589,Resighting,-18.05519,122.19179,WB14725,WB14860,9.00119E+14,9.00119E+14,WK,11/08/2020,14:31,857,NA,75,685,1.191567907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9148,NA,260,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,NA,NA,72736,M,Adult,T,307570,Initial Sighting,-18.05075,122.1819,WB20124,NA,9.00119E+14,9.00119E+14,NA,11/08/2020,15:53,851,NA,75,709,1.216949574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8904,NA,262,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,39400,F,Adult,R,307590,Resighting,-18.05075,122.1819,NA,NA,9.00119E+14,9.00006E+14,MN,11/08/2020,15:54,866,NA,76,718,1.170199522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0518,NA,261,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,72737,F,Adult,T,307571,Initial Sighting,-18.05205,122.18887,WB20125,NA,9.00119E+14,9.00119E+14,NA,12/08/2020,10:26,921,NA,86,729,1.100828236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0505,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,72738,F,Adult,T,307572,Initial Sighting,-18.03312,122.26015,WB21400,NA,9.00119E+14,9.00119E+14,NA,12/08/2020,13:58,871,NA,70,699,1.059360011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9030,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,72739,F,Adult,T,307573,Initial Sighting,-18.07925,122.15617,WB19299,NA,9.00119E+14,9.00119E+14,NA,13/08/2020,11:05,873,NA,80,756,1.202395261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9046,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,67896,F,Adult,T,307591,Resighting,-18.07909,122.16862,WB24265,WB24266,9.00119E+14,9.00119E+14,NA,13/08/2020,11:57,892,NA,85,742,1.197634678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9220,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,NA,F,Adult,T,NA,Resighting,-18.07909,122.16862,WB24265,WB24266,9.00119E+14,9.00119E+14,NA,13/08/2020,11:57,892,NA,85,745,1.197634678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,22.8,Minor damage to left rear carapace
176,NA,NA,72740,M,Adult,T,307574,Initial Sighting,-18.0793,122.1758,WB20391,NA,9.00119E+14,9.00119E+14,NA,13/08/2020,13:30,849,NA,62,644,1.013138032,15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8824,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,72741,F,Adult,T,307575,Initial Sighting,-18.05263,122.19224,WB20392,NA,9.00119E+14,9.00119E+14,NA,13/08/2020,14:09,843,NA,NA,718,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9506,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,NA,NA,72742,M,Adult,T,307576,Initial Sighting,-18.05168,122.19193,WB20393,NA,9.00119E+14,9.00119E+14,NA,13/08/2020,14:20,841,NA,65,682,1.092761459,20.8,25.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8814,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,72743,F,Adult,T,307577,Initial Sighting,-18.05131,122.19204,WB20394,NA,9.00119E+14,9.00119E+14,NA,13/08/2020,15:30,872,NA,77,717,1.161291562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0510,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,72744,F,Adult,T,307578,Initial Sighting,-18.05135,122.18885,WB21226,NA,9.00119E+14,9.00119E+14,NA,13/08/2020,16:07,856,NA,75,695,1.195748843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0544,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,NA,72745,M,Adult,T,307579,Initial Sighting,-18.05087,122.18842,WB20016,NA,9.00119E+14,9.00119E+14,NA,14/08/2020,11:36,864,NA,67,699,1.038803909,23,38,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G5225,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,NA,72746,M,Adult,T,307580,Initial Sighting,-18.05121,122.18901,WB20017,NA,9.00119E+14,9.00119E+14,NA,14/08/2020,12:40,855,NA,72,678,1.151951388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G4990,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,NA,72747,M,Adult,T,307581,Initial Sighting,-18.04967,122.18825,WB20018,NA,9.00119E+14,9.00119E+14,NA,14/08/2020,13:30,805,NA,62,664,1.188513306,23,35.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G4995,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,72748,F,Adult,T,307582,Initial Sighting,-18.05021,122.18823,WB20019,NA,9.00119E+14,9.00119E+14,NA,14/08/2020,13:54,902,NA,86,714,1.171868387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G5165,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,72749,F,Adult,T,307583,Initial Sighting,-18.05229,122.19019,WB20020,NA,9.00119E+14,9.00119E+14,NA,14/08/2020,14:23,854,NA,74,704,1.188113984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G5167,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,72750,F,Adult,T,307584,Initial Sighting,-18.05398,122.19069,WB21613,NA,9.00119E+14,9.00119E+14,NA,14/08/2020,14:48,873,NA,79,718,1.18736532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9174,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,NA,72751,M,Adult,T,307585,Initial Sighting,-18.05174,122.18884,WB21614,NA,9.00119E+14,9.00119E+14,NA,18/08/2020,11:44,889,NA,75,704,1.067470742,25,40.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G5271,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,70369,F,Adult,T,307592,Resighting,-18.05235,122.18676,WB21352,WB21354,9.00119E+14,NA,NA,18/08/2020,12:36,846,NA,70,703,1.156077505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G5202,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,72752,F,Adult,T,307586,Initial Sighting,-18.05108,122.18744,WB21615,NA,9.00119E+14,9.00119E+14,NA,18/08/2020,13:12,902,NA,91,753,1.24000027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G5154,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,NA,NA,73659,M,Adult,T,314524,Initial Sighting,-18.07964,122.30533,WB26308,NA,NA,NA,NA,04/05/2021,12:54,835,NA,65,650,1.116487667,21.8,36.5,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06256,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,NA,NA,73650,M,Adult,T,314513,Initial Sighting,-18.07778,122.30465,WB26309,NA,9.00119E+14,9.00119E+14,NA,04/05/2021,14:57,879,NA,65,709,0.957076673,22,35,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06331,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,71351,F,Adult,T,314522,Resighting,-18.07746,122.30962,WB20242,WB26310,9.00119E+14,9.00119E+14,NA,05/05/2021,14:10,860,NA,65,710,1.021922598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06310,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,73657,F,Adult,T,314520,Initial Sighting,-18.08015,122.28549,WB26312,NA,9.00119E+14,9.00119E+14,NA,07/05/2021,11:20,880,NA,72,710,1.056536439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06354,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
